,COURSE NUMBER,SECTION,TITLE,EXAM DATE,TIME,BUILDING,ROOM,ROW,FROM,TO
902,PSYC 328,001,Health Psychology,12/13/2019,14:00,GYM,main gym,1-23,AAA,ZZZ
903,PSYC 332,001,Intro to Personality,12/5/2019,14:00,GYM,Fieldhouse,9-22,AAA,ZZZ
904,PSYC 337,001,Intro to Psychopathology,12/19/2019,9:00,GYM,main gym,3-21,AAA,ZZZ
905,PSYC 342,001,Hormones & Behaviour,12/18/2019,9:00,GYM,Fieldhouse,21-26,AAA,ZZZ
906,PSYC 403,001,Modern Psych in Hist Persp,12/10/2019,9:00,GYM,Fieldhouse,1-6,AAA,ZZZ
907,PSYC 406,001,Psychological Tests,12/12/2019,14:00,GYM,Fieldhouse,21-32,AAA,ZZZ
908,PSYC 436,001,Human Sexuality & Its Problems,12/9/2019,9:00,GYM,Fieldhouse,1-6,AAA,ZZZ
909,PSYC 470,001,Memory and Brain,12/18/2019,14:00,TAKE,HOME,,AAA,ZZZ
910,COURSE NUMBER,SECTION,TITLE,EXAM DATE,TIME,BUILDING,ROOM,ROW,FROM,TO
911,PSYC 474,001,Interpersonal Relationships,12/16/2019,14:00,GYM,Fieldhouse,30-33,AAA,ZZZ
912,PSYC 475,001,Neuroscience of Social Psych,12/5/2019,18:30,GYM,main gym,32-34,AAA,ZZZ
913,PSYC 530,001,Applied Topics in Deafness,12/16/2019,9:00,TAKE,HOME,,AAA,ZZZ
914,PSYC 538,001,Categoriz Communic & Consciou,12/19/2019,14:00,TAKE,HOME,,AAA,ZZZ
915,QCST 200,001,Intro to the Study of Quebec,12/16/2019,9:00,TAKE,HOME,,AAA,ZZZ
916,RELG 210,001,Jesus of Nazareth,12/11/2019,14:00,BIRKS,205,,AAA,ZZZ
917,RELG 257D1,001,Introductory Sanskrit,12/12/2019,14:00,BIRKS,105,,AAA,ZZZ
918,RELG 257D1,761,Introductory Sanskrit,12/12/2019,14:00,BIRKS,105,,AAA,ZZZ
919,RELG 373,001,Christian Ethics of Love,12/16/2019,9:00,TAKE,HOME,,AAA,ZZZ
920,RELG 381,001,Adv. New Testament Greek,12/20/2019,9:00,BIRKS,105,,AAA,ZZZ
921,RUSS 217,001,Russia's Eternal Questions,12/16/2019,14:00,TAKE,HOME,,AAA,ZZZ
922,RUSS 337,001,Vladimir Nabokov,12/10/2019,14:00,TAKE,HOME,,AAA,ZZZ
923,SEAD 550,001,Dec-Making for Sust: Eng & Des,12/5/2019,9:00,ENGTR,1080,,AAA,ZZZ
924,SOCI 210,001,Sociological Perspectives,12/9/2019,18:30,GYM,main gym,3-12,AAA,ZZZ
925,SOCI 213,001,Deviance,12/11/2019,9:00,GYM,Fieldhouse,34-37,AAA,ZZZ
926,SOCI 234,001,Population & Society,12/16/2019,18:30,GYM,Fieldhouse,36-39,AAA,ZZZ
927,SOCI 235,001,Technology and Society,12/20/2019,9:00,GYM,Studio 1,1-6,AAA,MOR
928,SOCI 235,001,Technology and Society,12/20/2019,9:00,GYM,Studio 2,1-6,MOU,ZZZ
929,SOCI 247,001,Family & Modern Society,12/16/2019,9:00,GYM,main gym,24-30,AAA,ZZZ
930,SOCI 250,001,Social Problems,12/13/2019,9:00,GYM,main gym,15-24,AAA,ZZZ
931,SOCI 304,001,Sociology of the Welfare State,12/19/2019,14:00,GYM,Fieldhouse,23-26,AAA,ZZZ
932,SOCI 330,001,Sociological Theory,12/17/2019,18:30,GYM,Fieldhouse,22-28,AAA,ZZZ
933,SOCI 420,001,Organizations,12/5/2019,9:00,GYM,Studio 2,1-6,AAA,ZZZ
934,SOIL 315,001,Soil Nutrient Management,12/19/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
935,SWRK 220,001,History & Philosophy of SW,12/11/2019,9:00,GYM,Fieldhouse,32-33,AAA,ZZZ
936,SWRK 221,001,Public Soc. Services in Canada,12/9/2019,14:00,GYM,main gym,20-24,AAA,ZZZ
937,SWRK 221,002,Public Soc. Services in Canada,12/9/2019,14:00,GYM,main gym,20-24,AAA,ZZZ
938,WILD 302,001,Fish Ecology,12/10/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
939,WILD 307,001,Natural History of Vertebrates,12/11/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
940,WILD 401,001,Fisheries&Wildlife Management,12/5/2019,9:00,CENTEN,Ballroom,,AAA,ZZZ
941,WILD 420,001,Ornithology,12/9/2019,14:00,TAKE,HOME,,AAA,ZZZ
